id_mutation,date_mutation,nature_mutation,price,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,nom_commune,code_departement,lot1_surface_carrez,surface_reelle_bati,type_local,nombre_pieces_principales,surface_terrain,longitude,latitude
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,63.0,Maison,3,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,113.0,Maison,8,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,70.0,Appartement,3,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,20.0,Local industriel. commercial ou assimilé,0,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,1756.0,4.79997,45.75595
2020-680678,2020-11-13,Vente,3500000.0,65,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,1756.0,4.79997,45.75595
2020-680682,2020-11-03,Vente,172000.0,11,,RUE RENE LEYNAUD,5990,69001,Lyon 1er Arrondissement,69,26.35,81.0,Appartement,4,0.0,4.8323,45.76979
2020-680684,2020-10-26,Vente,805100.0,10,,RUE PERROD,5360,69004,Lyon 4e Arrondissement,69,137.0,121.0,Appartement,5,0.0,4.8286,45.77522
2020-680685,2020-10-14,Vente,115380.0,25,,RUE GASPARIN,3050,69002,Lyon 2e Arrondissement,69,11.18,,Dépendance,0,0.0,4.83341,45.75867
2020-680688,2020-10-27,Vente,167000.0,193,,RUE JOLIOT CURIE,3895,69005,Lyon 5e Arrondissement,69,67.42,67.0,Appartement,3,0.0,4.77609,45.75253
2020-680696,2020-10-30,Vente,238750.0,99,,AV BARTHELEMY BUYER,0680,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,0.0,4.80276,45.76177
2020-680696,2020-10-30,Vente,238750.0,101,,AV BARTHELEMY BUYER,0680,69005,Lyon 5e Arrondissement,69,,102.0,Appartement,4,0.0,4.80276,45.76177
2020-680697,2020-10-08,Vente,118800.0,43,,RUE SERGENT MICHEL BERTHET,6740,69009,Lyon 9e Arrondissement,69,,13.0,Local industriel. commercial ou assimilé,0,0.0,4.80631,45.76931
2020-680697,2020-10-08,Vente,118800.0,43,,RUE SERGENT MICHEL BERTHET,6740,69009,Lyon 9e Arrondissement,69,32.72,32.0,Local industriel. commercial ou assimilé,0,0.0,4.80631,45.76931
2020-680698,2020-10-20,Vente,50000.0,130,,CHE DE CHOULANS,1650,69005,Lyon 5e Arrondissement,69,,280.0,Maison,7,0.0,4.81646,45.754
2020-680699,2020-10-29,Vente,205000.0,11,,RUE DE L ABBE PAPON,0025,69005,Lyon 5e Arrondissement,69,,63.0,Appartement,2,0.0,4.77481,45.752
2020-680700,2020-10-20,Vente,3000.0,68,,RUE JOLIOT CURIE,3895,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,0.0,4.78714,45.75496
2020-680701,2020-10-29,Vente,350000.0,24,,RUE BOUTEILLE,1105,69001,Lyon 1er Arrondissement,69,57.65,57.0,Appartement,2,0.0,4.82905,45.76895
2020-680702,2020-11-06,Vente,400000.0,3,,AV DU DOYENNE,2295,69005,Lyon 5e Arrondissement,69,49.57,48.0,Appartement,2,0.0,4.82677,45.75956
2020-680708,2020-10-23,Vente,235000.0,36,,AV DE MENIVAL,4720,69005,Lyon 5e Arrondissement,69,,90.0,Appartement,4,0.0,4.78291,45.75706
2020-680708,2020-10-23,Vente,235000.0,36,,AV DE MENIVAL,4720,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,0.0,4.78291,45.75706
2020-680713,2020-11-09,Vente,790000.0,44,B,RUE DE LA GARDE,3003,69005,Lyon 5e Arrondissement,69,,23.0,Appartement,1,0.0,4.78737,45.76201
2020-680713,2020-11-09,Vente,790000.0,44,B,RUE DE LA GARDE,3003,69005,Lyon 5e Arrondissement,69,,53.0,Appartement,2,0.0,4.78737,45.76201
2020-680714,2020-10-30,Vente,14500.0,58,,BD DES CASTORS,1295,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,0.0,4.80885,45.75059
2020-680715,2020-11-12,Vente,325000.0,31,,RUE DU 24 MARS 1852,4610,69009,Lyon 9e Arrondissement,69,,,Dépendance,0,0.0,4.80161,45.77728
2020-680715,2020-11-12,Vente,325000.0,29,,RUE DU 24 MARS 1852,4610,69009,Lyon 9e Arrondissement,69,65.48,65.0,Appartement,3,0.0,4.80161,45.77728
2020-680717,2020-11-09,Vente,107000.0,19,,RUE ALBERT FALSAN,0115,69009,Lyon 9e Arrondissement,69,69.18,66.0,Appartement,3,0.0,4.8359,45.80548
2020-680717,2020-11-09,Vente,107000.0,1,,RUE ALBERT FALSAN,0115,69009,Lyon 9e Arrondissement,69,,,Dépendance,0,0.0,4.8359,45.80548
2020-680718,2020-10-27,Vente,96070.0,16,,RUE CHINARD,1640,69009,Lyon 9e Arrondissement,69,24.02,24.0,Appartement,1,0.0,4.80484,45.77798
2020-680719,2020-11-09,Vente,112000.0,27,,RUE ALBERT FALSAN,0115,69009,Lyon 9e Arrondissement,69,69.18,66.0,Appartement,3,0.0,4.8359,45.80548
2020-680719,2020-11-09,Vente,112000.0,1,,RUE ALBERT FALSAN,0115,69009,Lyon 9e Arrondissement,69,11.0,,Dépendance,0,0.0,4.8359,45.80548
2020-680721,2020-10-28,Vente,240000.0,156,,RUE COMMANDANT CHARCOT,1825,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,0.0,4.7867,45.74639
2020-680721,2020-10-28,Vente,240000.0,156,,RUE COMMANDANT CHARCOT,1825,69005,Lyon 5e Arrondissement,69,68.15,69.0,Appartement,3,0.0,4.7867,45.74639
2020-680722,2020-11-13,Vente,304500.0,4,,RUE PETIT DAVID,5370,69002,Lyon 2e Arrondissement,69,49.34,50.0,Appartement,2,0.0,4.83217,45.76191
2020-680723,2020-10-28,Vente,478800.0,17,,MTE SAINT BARTHELEMY,6255,69005,Lyon 5e Arrondissement,69,,69.0,Appartement,2,0.0,4.82662,45.76417
2020-680724,2020-11-09,Vente,107000.0,27,,RUE ALBERT FALSAN,0115,69009,Lyon 9e Arrondissement,69,69.18,66.0,Appartement,3,0.0,4.8359,45.80548
2020-680724,2020-11-09,Vente,107000.0,1,,RUE ALBERT FALSAN,0115,69009,Lyon 9e Arrondissement,69,11.0,,Dépendance,0,0.0,4.8359,45.80548
2020-680725,2020-10-28,Vente,345872.0,51,,RUE DU BON-PASTEUR,0980,69001,Lyon 1er Arrondissement,69,63.59,57.0,Appartement,2,0.0,4.83144,45.77291
2020-680728,2020-10-30,Vente,259770.0,14,,BD DE LA CROIX-ROUSSE,2005,69001,Lyon 1er Arrondissement,69,,76.0,Appartement,3,0.0,4.8182,45.77183
2020-680730,2020-11-04,Vente,210500.0,70,,RUE DE TRION,7130,69005,Lyon 5e Arrondissement,69,,65.0,Appartement,2,0.0,4.81468,45.75769
2020-680733,2020-11-09,Vente,155000.0,75,,RUE DU BOURBONNAIS,1065,69009,Lyon 9e Arrondissement,69,28.74,64.0,Appartement,2,0.0,4.79672,45.77338
2020-680733,2020-11-09,Vente,155000.0,75,,RUE DU BOURBONNAIS,1065,69009,Lyon 9e Arrondissement,69,,,Dépendance,0,0.0,4.79672,45.77338
2020-680734,2020-10-22,Vente,40320.0,2,B,RUE PHILIPPE DE LASSALLE,5420,69004,Lyon 4e Arrondissement,69,,,Dépendance,0,0.0,4.8216,45.77424
2020-680735,2020-10-27,Vente,352520.0,2,,PL JEAN MONNET,3792,69009,Lyon 9e Arrondissement,69,68.57,68.0,Appartement,3,0.0,4.80847,45.76981
2020-680735,2020-10-27,Vente,352520.0,3,,PL JEAN MONNET,3792,69009,Lyon 9e Arrondissement,69,,,Dépendance,0,0.0,4.80819,45.76956
2020-680736,2020-11-06,Vente,171600.0,1,,QUAI JOSEPH GILLET,3901,69004,Lyon 4e Arrondissement,69,,,Dépendance,0,0.0,4.81438,45.77222
2020-680736,2020-11-06,Vente,171600.0,1,,QUAI JOSEPH GILLET,3901,69004,Lyon 4e Arrondissement,69,31.72,32.0,Appartement,1,0.0,4.81438,45.77222
2020-680737,2020-10-22,Vente,229000.0,90,,RUE COMMANDANT CHARCOT,1825,69005,Lyon 5e Arrondissement,69,70.32,70.0,Appartement,4,0.0,4.79753,45.75117
2020-680738,2020-10-30,Vente,800000.0,52,B,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,270.0,Local industriel. commercial ou assimilé,0,0.0,4.79924,45.75717
2020-680739,2020-11-05,Vente,25000.0,15,,CRS GENERAL GIRAUD,3130,69001,Lyon 1er Arrondissement,69,,,Dépendance,0,0.0,4.81745,45.76968
2020-680743,2020-10-29,Vente,316500.0,25,,RUE SALA,6655,69002,Lyon 2e Arrondissement,69,57.42,31.0,Appartement,1,0.0,4.82986,45.75599
2020-680746,2020-10-27,Vente,236500.0,3,,RUE SAINT PAUL,6510,69005,Lyon 5e Arrondissement,69,34.78,36.0,Appartement,1,0.0,4.82569,45.76726
2020-680747,2020-11-06,Vente,15000.0,6,,IMP CUMIN,2030,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,0.0,4.80463,45.75666
2020-680749,2020-10-30,Vente,205000.0,13,,RUE STE-CATHERINE,6610,69001,Lyon 1er Arrondissement,69,33.41,35.0,Appartement,1,0.0,4.83345,45.76851
2020-680750,2020-11-13,Vente,235000.0,98,,RUE SAINT GEORGES,6365,69005,Lyon 5e Arrondissement,69,16.01,15.0,Appartement,1,0.0,4.82394,45.75635
2020-680750,2020-11-13,Vente,235000.0,98,,RUE SAINT GEORGES,6365,69005,Lyon 5e Arrondissement,69,22.25,25.0,Appartement,1,0.0,4.82394,45.75635
2020-680751,2020-11-06,Vente,183500.0,65,,RUE DE ST CYR,6295,69009,Lyon 9e Arrondissement,69,,68.0,Appartement,4,0.0,4.8068,45.78727
2020-680751,2020-11-06,Vente,183500.0,65,,RUE DE ST CYR,6295,69009,Lyon 9e Arrondissement,69,,,Dépendance,0,0.0,4.8068,45.78727
2020-680752,2020-10-26,Vente,231500.0,69,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,0.0,4.79966,45.75602
2020-680752,2020-10-26,Vente,231500.0,69,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,,66.0,Appartement,3,0.0,4.79966,45.75602
2020-680753,2020-11-06,Vente,31500.0,21,,RUE PHILIPPE DE LASSALLE,5420,69004,Lyon 4e Arrondissement,69,,,Dépendance,0,0.0,4.82057,45.77567
2020-680754,2020-11-06,Vente,276910.0,17,,RUE DES AQUEDUCS,0415,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,0.0,4.79527,45.75759
2020-680754,2020-11-06,Vente,276910.0,19,T,RUE DES AQUEDUCS,0415,69005,Lyon 5e Arrondissement,69,64.26,64.0,Appartement,3,0.0,4.79527,45.75759
2020-680757,2020-11-03,Vente,294500.0,36,,QUAI ARLOING,0470,69009,Lyon 9e Arrondissement,69,57.06,61.0,Appartement,2,0.0,4.81168,45.77036
2020-680759,2020-11-05,Vente,187500.0,31,,RUE DU DOYENNE,2300,69005,Lyon 5e Arrondissement,69,,67.0,Appartement,4,0.0,4.82571,45.75794
2020-680760,2020-11-10,Vente,184070.0,8,,RUE DU DOCTEUR HORAND,2220,69009,Lyon 9e Arrondissement,69,53.92,53.0,Appartement,2,0.0,4.80141,45.77251
2020-680760,2020-11-10,Vente,184070.0,6,,RUE DU DOCTEUR HORAND,2220,69009,Lyon 9e Arrondissement,69,,,Dépendance,0,0.0,4.80141,45.77251
2020-680764,2020-11-12,Vente,574920.0,24,,RUE PIZAY,5575,69001,Lyon 1er Arrondissement,69,91.18,90.0,Appartement,3,0.0,4.83666,45.76712
2020-680766,2020-11-05,Vente,216660.0,9,C,RUE JOSEPHIN SOULARY,3925,69004,Lyon 4e Arrondissement,69,67.0,67.0,Appartement,3,0.0,4.83579,45.77655
2020-680767,2020-10-29,Vente,115000.0,16,,RUE DE LA TOURETTE,7065,69001,Lyon 1er Arrondissement,69,,22.0,Appartement,1,0.0,4.82536,45.7724
2020-680768,2020-10-27,Vente,60000.0,2,,RUE JEAN JULLIEN,3750,69004,Lyon 4e Arrondissement,69,29.1,45.0,Appartement,1,0.0,4.83668,45.7806
2020-680770,2020-11-12,Vente,625000.0,8,,QUAI ROMAIN ROLLAND,6110,69005,Lyon 5e Arrondissement,69,,110.0,Appartement,3,0.0,4.82854,45.76398
2020-680770,2020-11-12,Vente,625000.0,8,,QUAI ROMAIN ROLLAND,6110,69005,Lyon 5e Arrondissement,69,,20.0,Local industriel. commercial ou assimilé,0,0.0,4.82854,45.76398
2020-680771,2020-11-06,Vente,860000.0,45,,BD DES CANUTS,1215,69004,Lyon 4e Arrondissement,69,,,Dépendance,0,0.0,4.8274,45.77863
2020-680771,2020-11-06,Vente,860000.0,47,,BD DES CANUTS,1215,69004,Lyon 4e Arrondissement,69,70.0,123.0,Maison,5,0.0,4.827,45.77895
2020-680772,2020-10-27,Vente,187500.0,8,,RUE LAURENCIN,4155,69002,Lyon 2e Arrondissement,69,,42.0,Appartement,2,0.0,4.8321,45.75281
2020-680774,2020-10-27,Vente,195000.0,28,,RUE ROUSSY,6160,69004,Lyon 4e Arrondissement,69,52.4,55.0,Appartement,3,0.0,4.82283,45.77564
2020-680775,2020-10-26,Vente,335000.0,10,,RUE LOUIS THEVENET,4355,69004,Lyon 4e Arrondissement,69,,69.0,Appartement,3,0.0,4.83839,45.7785
2020-680775,2020-10-26,Vente,335000.0,10,,RUE LOUIS THEVENET,4355,69004,Lyon 4e Arrondissement,69,,,Dépendance,0,0.0,4.83839,45.7785
2020-680777,2020-11-06,Vente,414000.0,10,,RUE DES TOURELLES,7060,69005,Lyon 5e Arrondissement,69,84.5,82.0,Local industriel. commercial ou assimilé,0,0.0,4.81855,45.75521
2020-680777,2020-11-06,Vente,414000.0,10,,RUE DES TOURELLES,7060,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,0.0,4.81855,45.75521
2020-680777,2020-11-06,Vente,414000.0,10,,RUE DES TOURELLES,7060,69005,Lyon 5e Arrondissement,69,,15.0,Local industriel. commercial ou assimilé,0,0.0,4.81855,45.75521
2020-680778,2020-11-05,Vente,187000.0,25,,RUE DE BOURGOGNE,1085,69009,Lyon 9e Arrondissement,69,,38.0,Appartement,1,0.0,4.80304,45.77762
2020-680779,2020-11-03,Vente,770000.0,4,,RUE DU JARDIN DES PLANTES,3660,69001,Lyon 1er Arrondissement,69,127.13,115.0,Appartement,5,0.0,4.82965,45.76949
2020-680780,2020-11-05,Vente,270000.0,106,,RUE SAINT GEORGES,6365,69005,Lyon 5e Arrondissement,69,60.01,58.0,Appartement,2,0.0,4.82393,45.75603
2020-680784,2020-10-23,Vente,213200.0,1,,RUE DES PEPINIERES,5340,69005,Lyon 5e Arrondissement,69,,55.0,Appartement,3,0.0,4.80896,45.7585
2020-680787,2020-11-10,Vente,278000.0,84,,RUE DES DOCKS,2190,69009,Lyon 9e Arrondissement,69,53.93,54.0,Appartement,3,0.0,4.8154,45.79077
2020-680787,2020-11-10,Vente,278000.0,4,,RUE DES BRASSERIES,1087,69009,Lyon 9e Arrondissement,69,14.0,,Dépendance,0,0.0,4.8154,45.79077
2020-680788,2020-11-13,Vente,188000.0,259,,RUE DES ERABLES,2530,69009,Lyon 9e Arrondissement,69,74.99,85.0,Appartement,3,0.0,4.79512,45.7816
2020-680788,2020-11-13,Vente,188000.0,258,,RUE DES ERABLES,2530,69009,Lyon 9e Arrondissement,69,,,Dépendance,0,0.0,4.79512,45.7816
2020-680789,2020-11-09,Vente,174000.0,1,,RUE ALBERT FALSAN,0115,69009,Lyon 9e Arrondissement,69,11.0,,Dépendance,0,0.0,4.8359,45.80548
2020-680789,2020-11-09,Vente,174000.0,27,,RUE ALBERT FALSAN,0115,69009,Lyon 9e Arrondissement,69,111.94,108.0,Appartement,6,0.0,4.8359,45.80548
2020-680790,2020-10-28,Vente,210000.0,68,,RUE PIERRE AUDRY,5450,69009,Lyon 9e Arrondissement,69,,54.0,Appartement,3,0.0,4.8068,45.76255
2020-680791,2020-11-09,Vente,340000.0,5,,QUAI DES ETROITS,2605,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,0.0,4.81936,45.75098
2020-680791,2020-11-09,Vente,340000.0,5,,QUAI DES ETROITS,2605,69005,Lyon 5e Arrondissement,69,,86.0,Appartement,3,0.0,4.81936,45.75098
2020-680792,2020-11-05,Vente,325000.0,77,T,RUE DES AQUEDUCS,0415,69005,Lyon 5e Arrondissement,69,92.14,93.0,Appartement,5,0.0,4.78712,45.7594
2020-680792,2020-11-05,Vente,325000.0,75,,RUE DES AQUEDUCS,0415,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,0.0,4.78712,45.7594
2020-680792,2020-11-05,Vente,325000.0,75,,RUE DES AQUEDUCS,0415,69005,Lyon 5e Arrondissement,69,,,Dépendance,0,0.0,4.78712,45.7594
2020-680793,2020-11-05,Vente,280000.0,48,,QUAI JOSEPH GILLET,3901,69004,Lyon 4e Arrondissement,69,68.35,68.0,Appartement,3,0.0,4.81167,45.77863
2020-680793,2020-11-05,Vente,280000.0,48,,QUAI JOSEPH GILLET,3901,69004,Lyon 4e Arrondissement,69,,,Dépendance,0,0.0,4.81167,45.77863
2020-680795,2020-11-10,Vente,345000.0,26,,RUE SERGENT MICHEL BERTHET,6740,69009,Lyon 9e Arrondissement,69,64.97,64.0,Appartement,3,0.0,4.8052,45.77189
2020-680795,2020-11-10,Vente,345000.0,43,,RUE SAINT PIERRE DE VAISE,6525,69009,Lyon 9e Arrondissement,69,,,Dépendance,0,0.0,4.8052,45.77189
2020-680797,2020-10-30,Vente,177000.0,257,,RUE DES ERABLES,2530,69009,Lyon 9e Arrondissement,69,52.0,85.0,Appartement,3,0.0,4.79512,45.7816
2020-680798,2020-11-16,Vente,279000.0,38,,QUAI JAYR,3680,69009,Lyon 9e Arrondissement,69,69.23,69.0,Appartement,3,0.0,4.80773,45.77532
2020-680799,2020-10-30,Vente,708650.0,84,,RUE D YPRES,7570,69004,Lyon 4e Arrondissement,69,,,Dépendance,0,0.0,4.81896,45.7846
2020-680799,2020-10-30,Vente,708650.0,84,,RUE D YPRES,7570,69004,Lyon 4e Arrondissement,69,,,Dépendance,0,0.0,4.81896,45.7846
2020-680799,2020-10-30,Vente,708650.0,84,,RUE D YPRES,7570,69004,Lyon 4e Arrondissement,69,,116.0,Appartement,5,0.0,4.81896,45.7846
2020-680800,2020-11-06,Vente,30000.0,1,,RUE DU MANTEAU JAUNE,4480,69005,Lyon 5e Arrondissement,69,,72.0,Appartement,4,0.0,4.81171,45.75607
2020-680801,2020-11-06,Vente,1110000.0,11,,RUE JARENTE,3670,69002,Lyon 2e Arrondissement,69,,211.0,Appartement,6,0.0,4.82789,45.75449
2020-680802,2020-11-23,Vente,210000.0,50,,AV DU POINT DU JOUR,5620,69005,Lyon 5e Arrondissement,69,40.35,40.0,Local industriel. commercial ou assimilé,0,0.0,4.79981,45.75713
2020-680803,2020-11-09,Vente,351734.25,15,,RUE SMITH,6795,69002,Lyon 2e Arrondissement,69,,,Dépendance,0,0.0,4.82486,45.74526
2020-680803,2020-11-09,Vente,351734.25,15,,RUE SMITH,6795,69002,Lyon 2e Arrondissement,69,,66.0,Appartement,3,0.0,4.82486,45.74526
2020-680805,2020-11-06,Vente,145000.0,2,,PTR PETITE RUE DE TRAMASSAC,5390,69005,Lyon 5e Arrondissement,69,23.06,27.0,Appartement,1,0.0,4.82788,45.76346
2020-680806,2020-11-05,Vente,260000.0,3,,PL GAILLETON,2960,69002,Lyon 2e Arrondissement,69,61.52,59.0,Local industriel. commercial ou assimilé,0,0.0,4.83358,45.75352
2020-680810,2020-11-05,Vente,1.2169548E7,45,,RUE DOCTEUR EDMOND LOCARD,2223,69005,Lyon 5e Arrondissement,69,,,,0,20.0,4.80118,45.75954
2020-680810,2020-11-05,Vente,1.2169548E7,45,,RUE DOCTEUR EDMOND LOCARD,2223,69005,Lyon 5e Arrondissement,69,,4120.0,Local industriel. commercial ou assimilé,0,2500.0,4.80098,45.75951
2020-680810,2020-11-05,Vente,1.2169548E7,45,,RUE DOCTEUR EDMOND LOCARD,2223,69005,Lyon 5e Arrondissement,69,,4120.0,Local industriel. commercial ou assimilé,0,1399.0,4.80098,45.75951
2020-680814,2020-10-23,Vente,193370.0,18,,RUE ROMARIN,6115,69001,Lyon 1er Arrondissement,69,24.9,20.0,Appartement,1,0.0,4.83396,45.7681
2020-680814,2020-10-23,Vente,193370.0,18,,RUE ROMARIN,6115,69001,Lyon 1er Arrondissement,69,27.0,25.0,Appartement,1,0.0,4.83396,45.7681
2020-680815,2020-11-05,Vente,300000.0,48,,RUE HENRI GORJUS,3505,69004,Lyon 4e Arrondissement,69,65.85,67.0,Appartement,4,0.0,4.8241,45.782
2020-680817,2020-11-06,Vente,235900.0,5,,RUE GROLEE,3375,69002,Lyon 2e Arrondissement,69,41.18,31.0,Local industriel. commercial ou assimilé,0,0.0,4.83723,45.76194
2020-680818,2020-11-19,Vente,621450.0,51,,RUE DU BON-PASTEUR,0980,69001,Lyon 1er Arrondissement,69,114.31,113.0,Appartement,4,0.0,4.83144,45.77291
2020-680820,2020-11-12,Vente,406455.0,7,,RUE DE NUITS,5095,69004,Lyon 4e Arrondissement,69,,66.0,Appartement,3,0.0,4.834,45.77821
2020-680821,2020-10-28,Vente,269000.0,9,,RUE JEANNE - MARIE CELU,3850,69004,Lyon 4e Arrondissement,69,50.79,48.0,Appartement,2,0.0,4.8357,45.7757
