id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2017-965713,2017-01-06,000001,Vente,244450,47,,RUE VICTOR HUGO,0202,69480,69009,Anse,69,,,69009000AI0153,,,,,,,,,,,,,0,1,Maison,106,5,S,sols,,,674,4.710885,45.937925
2017-965734,2017-01-06,000002,Vente,190000,767,,RTE DE VILLEFRANCHE,0262,69480,69009,Anse,69,,,69009000AM0076,,,3,115.08,,,,,,,,,1,2,Appartement,62,3,,,,,,,
2017-965734,2017-01-06,000002,Vente,190000,37,,AV DE LA GARE,0040,69480,69009,Anse,69,,,69009000AM0441,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,PARC,Parc,134,,
2017-965743,2017-01-06,000001,Vente,239900,,,LA DAME BLANCHE,B070,69480,69009,Anse,69,,,69009000AC0347,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.711915,45.927489
2017-965743,2017-01-06,000001,Vente,239900,,,LA DAME BLANCHE,B070,69480,69009,Anse,69,,,69009000AC0347,,,5,,,,,,,,,,1,2,Appartement,89,4,,,,,,4.711915,45.927489
2017-965743,2017-01-06,000001,Vente,239900,,,LA DAME BLANCHE,B070,69480,69009,Anse,69,,,69009000AC0347,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.711915,45.927489
2017-965793,2017-01-16,000001,Vente,211100,103,,ALL MARIEN PRE,0085,69480,69009,Anse,69,,,69009000AM0242,,,39,80.47,57,,84,,,,,,3,1,Maison,80,4,,,,,,4.712816,45.94464
2017-965827,2017-01-16,000001,Vente,177000,1504,,AV DE L EUROPE,0032,69480,69009,Anse,69,,,69009000AM0241,,,31,69.78,50,,,,,,,,2,2,Appartement,69,3,,,,,,4.71232,45.944295
2017-965827,2017-01-16,000001,Vente,177000,1504,,AV DE L EUROPE,0032,69480,69009,Anse,69,,,69009000AM0241,,,100,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.71232,45.944295
2017-965877,2017-01-19,000001,Vente,150000,,,LES BASSIEUX,B003,69480,69009,Anse,69,,,69009000AR0734,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,656,4.708176,45.935148
2017-965879,2017-01-24,000001,Vente,115500,,,LES BASSIEUX,B003,69480,69009,Anse,69,,,69009000AR0703,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,490,4.707394,45.937355
2017-965879,2017-01-24,000001,Vente,115500,,,LES BASSIEUX,B003,69480,69009,Anse,69,,,69009000AR0727,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,10,4.707283,45.937312
2017-965911,2017-01-31,000001,Vente,171300,6,,RUE SAINT JEAN,0160,69480,69009,Anse,69,,,69009000AA0018,,,,,,,,,,,,,0,1,Maison,150,4,S,sols,,,53,4.720476,45.93598
2017-965939,2017-01-25,000001,Vente,145125,18,,RUE DU TROIS SEPTEMBRE 1944,0195,69480,69009,Anse,69,,,69009000AA0059,,,5,85.49,,,,,,,,,1,2,Appartement,86,3,,,,,,4.717834,45.936017
2017-965965,2017-02-06,000001,Vente,500000,5,,RUE DES PEPINIERES,0115,69480,69009,Anse,69,,,69009000AL0174,,,,,,,,,,,,,0,1,Maison,160,6,S,sols,,,876,4.715036,45.940208
2017-965991,2017-02-02,000001,Vente,78000,101,,RTE DE VILLEFRANCHE,0262,69480,69009,Anse,69,,,69009000AI0439,,,1,,,,,,,,,,1,2,Appartement,55,2,,,,,,4.717065,45.938067
2017-965998,2017-02-06,000001,Vente,1400000,,,SAINT ROMAIN,B057,69480,69009,Anse,69,,,69009000AL0109,,,,,,,,,,,,,0,,,,,T,terres,,,3906,4.715387,45.939844
2017-965998,2017-02-06,000001,Vente,1400000,3,B,RUE DES PEPINIERES,0115,69480,69009,Anse,69,,,69009000AL0175,,,,,,,,,,,,,0,1,Maison,162,6,S,sols,,,1398,4.715408,45.940188
2017-966011,2017-02-01,000001,Vente,245000,165,,RUE DE LA SCIERIE,0173,69480,69009,Anse,69,,,69009000AK0265,,,11,95.26,,,,,,,,,1,1,Maison,95,5,,,,,,4.718646,45.939467
2017-966016,2017-02-10,000001,Vente,190000,1718,,AV DE L EUROPE,0032,69480,69009,Anse,69,,,69009000AM0247,,,38,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.712711,45.945751
2017-966016,2017-02-10,000001,Vente,190000,1722,,AV DE L EUROPE,0032,69480,69009,Anse,69,,,69009000AM0247,,,17,66,,,,,,,,,1,2,Appartement,66,3,,,,,,4.712711,45.945751
2017-966108,2017-02-03,000001,Vente,309500,698,,RUE DES TROIS CHATELS,0190,69480,69009,Anse,69,,,69009000AC0320,,,,,,,,,,,,,0,1,Maison,145,2,S,sols,,,400,4.713625,45.929775
2017-966108,2017-02-03,000001,Vente,309500,698,,RUE DES TROIS CHATELS,0190,69480,69009,Anse,69,,,69009000AC0323,,,,,,,,,,,,,0,,,,,S,sols,,,316,4.713933,45.92978
2017-966152,2017-02-10,000001,Vente,279900,,,LA DAME BLANCHE,B070,69480,69009,Anse,69,,,69009000AC0339,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,169,4.712484,45.927605
2017-966152,2017-02-10,000001,Vente,279900,,,LA DAME BLANCHE,B070,69480,69009,Anse,69,,,69009000AC0364,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,22,4.712375,45.927598
2017-966160,2017-02-07,000001,Vente,123000,32,,ANCIENNE GRANDE RUE,0045,69480,69009,Anse,69,,,69009000AA0055,,,6,,7,,8,,,,,,3,2,Appartement,52,3,,,,,,4.718656,45.935986
2017-966176,2017-02-21,000001,Vente,30000,,,SAINT TRYS,B058,69480,69009,Anse,69,,,69009000AO0205,,,,,,,,,,,,,0,,,,,VI,vignes,VAOC,Vins d'appellation d'origine contrôlée,29450,4.704157,45.950889
2017-966220,2017-02-14,000001,Vente,135000,,,LES BASSIEUX,B003,69480,69009,Anse,69,,,69009000AR0738,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,419,4.707849,45.935291
2017-966220,2017-02-14,000001,Vente,135000,,,LES BASSIEUX,B003,69480,69009,Anse,69,,,69009000AR0746,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,57,4.707576,45.935289
2017-966243,2017-02-21,000001,Vente en l'état futur d'achèvement,403506.28,,,,,,69009,Anse,69,,,69009000AM0046,,,19,,,,,,,,,,1,,,,,,,,,,4.710517,45.94609
2017-966243,2017-02-21,000001,Vente en l'état futur d'achèvement,403506.28,,,,,,69009,Anse,69,,,69009000AM0046,,,20,,,,,,,,,,1,,,,,,,,,,4.710517,45.94609
2017-966243,2017-02-21,000001,Vente en l'état futur d'achèvement,403506.28,,,,,,69009,Anse,69,,,69009000AM0046,,,3,,,,,,,,,,1,,,,,,,,,,4.710517,45.94609
2017-966243,2017-02-21,000001,Vente en l'état futur d'achèvement,403506.28,,,,,,69009,Anse,69,,,69009000AM0046,,,2,,,,,,,,,,1,,,,,,,,,,4.710517,45.94609
2017-966243,2017-02-21,000001,Vente en l'état futur d'achèvement,403506.28,,,,,,69009,Anse,69,,,69009000AM0046,,,21,,,,,,,,,,1,,,,,,,,,,4.710517,45.94609
2017-966243,2017-02-21,000001,Vente en l'état futur d'achèvement,403506.28,,,,,,69009,Anse,69,,,69009000AM0046,,,1,,,,,,,,,,1,,,,,,,,,,4.710517,45.94609
2017-966244,2017-02-15,000001,Vente,212750,231,,RTE DE LYON,0077,69480,69009,Anse,69,,,69009000AB0278,,,,,,,,,,,,,0,,,,,S,sols,,,7,4.724336,45.932885
2017-966244,2017-02-15,000001,Vente,212750,231,,RTE DE LYON,0077,69480,69009,Anse,69,,,69009000AB0280,,,,,,,,,,,,,0,,,,,S,sols,,,11,4.724305,45.932877
2017-966244,2017-02-15,000001,Vente,212750,231,,RTE DE LYON,0077,69480,69009,Anse,69,,,69009000AB0282,,,,,,,,,,,,,0,,,,,S,sols,,,15,4.724256,45.932864
2017-966244,2017-02-15,000001,Vente,212750,231,,RTE DE LYON,0077,69480,69009,Anse,69,,,69009000AB0285,,,,,,,,,,,,,0,,,,,S,sols,,,15,4.72419,45.932846
2017-966244,2017-02-15,000001,Vente,212750,231,,RTE DE LYON,0077,69480,69009,Anse,69,,,69009000AB0286,,,,,,,,,,,,,0,1,Maison,60,2,S,sols,,,120,4.724403,45.93293
2017-966244,2017-02-15,000001,Vente,212750,231,,RTE DE LYON,0077,69480,69009,Anse,69,,,69009000AB0287,,,,,,,,,,,,,0,,,,,S,sols,,,188,4.72426,45.932922
2017-966245,2017-02-22,000001,Vente,163550,324,,RUE MAURICE UTRILLO,0093,69480,69009,Anse,69,,,69009000AM0227,,,64,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.710522,45.944818
2017-966245,2017-02-22,000001,Vente,163550,324,,RUE MAURICE UTRILLO,0093,69480,69009,Anse,69,,,69009000AM0227,,,5,59.86,9,,,,,,,,2,2,Appartement,59,3,,,,,,4.710522,45.944818
2017-966259,2017-03-07,000001,Vente,124000,20,,ALL DE LA COLLINIERE,0246,69480,69009,Anse,69,,,69009000AH0023,,,,,,,,,,,,,0,1,Maison,103,5,S,sols,,,350,4.708727,45.932469
2017-966270,2017-03-01,000001,Vente,268000,212,,RUE DES OLIVIERS,0265,69480,69009,Anse,69,,,69009000AL0380,,,,,,,,,,,,,0,1,Maison,102,4,S,sols,,,211,4.71036,45.941071
2017-966270,2017-03-01,000001,Vente,268000,,,BANCILLON,B002,69480,69009,Anse,69,,,69009000AL0404,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,2,4.710313,45.941138
2017-966297,2017-02-20,000001,Vente,198810,8,,AV DU PRE AUX MOUTONS,0126,69480,69009,Anse,69,,,69009000AK0260,,,4,,,,,,,,,,1,2,Appartement,72,3,,,,,,4.71993,45.937988
2017-966297,2017-02-20,000001,Vente,198810,8,,AV DU PRE AUX MOUTONS,0126,69480,69009,Anse,69,,,69009000AK0260,,,18,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.71993,45.937988
2017-966298,2017-02-23,000001,Vente,77000,13,,RUE DU PERE OGIER,0117,69480,69009,Anse,69,,,69009000AA0057,,,2,52.76,,,,,,,,,1,2,Appartement,53,3,,,,,,4.71861,45.936076
2017-966435,2017-03-17,000001,Vente,1404838,,,LES BASSIEUX,B003,69480,69009,Anse,69,,,69009000AR0737,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,433,4.707852,45.935391
2017-966435,2017-03-17,000001,Vente,1404838,,,LES BASSIEUX,B003,69480,69009,Anse,69,,,69009000AR0745,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,626,4.707531,45.93544
2017-966513,2017-03-27,000001,Vente,153150,58,,ALL MARIEN PRE,0085,69480,69009,Anse,69,,,69009000AM0181,,,5,66,,,,,,,,,1,2,Appartement,66,3,,,,,,4.713205,45.945125
2017-966513,2017-03-27,000001,Vente,153150,58,,ALL MARIEN PRE,0085,69480,69009,Anse,69,,,69009000AM0181,,,38,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.713205,45.945125
2017-966544,2017-03-17,000001,Vente,313500,68,,CHE DU BELVEDERE,0079,69480,69009,Anse,69,,,69009000AN0209,,,,,,,,,,,,,0,1,Maison,109,4,S,sols,,,921,4.710689,45.947567
2017-966664,2017-03-25,000001,Vente,245000,78,,RUE EUGENE BUSSY,0249,69480,69009,Anse,69,,,69009000AM0056,,,,,,,,,,,,,0,1,Maison,76,4,S,sols,,,695,4.713654,45.946033
2017-966665,2017-03-29,000001,Vente,1,3,,RUE DES PEPINIERES,0115,69480,69009,Anse,69,,,69009000AL0431,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,66,4.715937,45.940222
2017-966681,2017-03-29,000001,Vente,239299,3,,RUE DES PEPINIERES,0115,69480,69009,Anse,69,,,69009000AL0330,,,,,,,,,,,,,0,1,Maison,67,3,S,sols,,,143,4.715923,45.940293
2017-966681,2017-03-29,000001,Vente,239299,3,,RUE DES PEPINIERES,0115,69480,69009,Anse,69,,,69009000AL0431,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,66,4.715937,45.940222
2017-966682,2017-03-29,000002,Vente,5000,,,SAINT ROMAIN,B057,69480,69009,Anse,69,,,69009000AL0117,,,69,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.715989,45.939841
2017-966687,2017-03-29,000001,Vente,259900,,,LA DAME BLANCHE,B070,69480,69009,Anse,69,,,69009000AC0341,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,156,4.712537,45.927387
2017-966687,2017-03-29,000001,Vente,259900,,,LA DAME BLANCHE,B070,69480,69009,Anse,69,,,69009000AC0352,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,21,4.712527,45.927457
2017-966719,2017-03-31,000001,Vente,274450,91,,MTE DE LA CITADELLE,0239,69480,69009,Anse,69,,,69009000AM0389,,,,,,,,,,,,,0,1,Maison,102,5,AB,terrains a bâtir,,,591,4.711147,45.945657
2017-966719,2017-03-31,000001,Vente,274450,,,LA CITADELLE SUD,B068,69480,69009,Anse,69,,,69009000AM0407,,,,,,,,,,,,,0,,,,,S,sols,,,391,4.712264,45.945789
2017-966719,2017-03-31,000001,Vente,274450,,,LA CITADELLE SUD,B068,69480,69009,Anse,69,,,69009000AM0408,,,,,,,,,,,,,0,,,,,S,sols,,,722,4.710862,45.945901
2017-966729,2017-03-31,000001,Vente,750000,,,LA DAME BLANCHE,B070,69480,69009,Anse,69,,,69009000AC0348,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,378,4.712103,45.927639
2017-966729,2017-03-31,000001,Vente,750000,,,LA DAME BLANCHE,B070,69480,69009,Anse,69,,,69009000AC0349,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,140,4.712123,45.927783
2017-966729,2017-03-31,000001,Vente,750000,,,LA DAME BLANCHE,B070,69480,69009,Anse,69,,,69009000AC0361,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,38,4.712209,45.927739
2017-966749,2017-03-31,000002,Vente,140000,452,,RTE DE VILLEFRANCHE,0262,69480,69009,Anse,69,,,69009000AL0482,,,,,,,,,,,,,0,1,Maison,104,5,S,sols,,,304,4.716401,45.941156
2017-966769,2017-04-04,000001,Vente,135000,5002,A,RUE DU DOCTEUR GAUDENS,0030,69480,69009,Anse,69,,,69009000AK0038,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,25,4.719171,45.93704
2017-966769,2017-04-04,000001,Vente,135000,5002,A,RUE DU DOCTEUR GAUDENS,0030,69480,69009,Anse,69,,,69009000AK0038,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,POTAG,Jardin potager,508,4.719171,45.93704
2017-966925,2017-04-06,000001,Vente,135000,220,,AV DE LA PREMIERE ARMEE,0122,69480,69009,Anse,69,,,69009000AH0187,,,24,68.38,34,,,,,,,,2,2,Appartement,70,3,,,,,,4.714905,45.933314
2017-966925,2017-04-06,000001,Vente,135000,220,,AV DE LA PREMIERE ARMEE,0122,69480,69009,Anse,69,,,69009000AH0187,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.714905,45.933314
2017-966926,2017-04-10,000001,Vente,1169,,,RONGEFER,B055,69480,69009,Anse,69,,,69009000AE0067,,,,,,,,,,,,,0,,,,,T,terres,,,1188,4.699546,45.929764
2017-966926,2017-04-10,000001,Vente,1169,,,RONGEFER,B055,69480,69009,Anse,69,,,69009000AE0068,,,,,,,,,,,,,0,,,,,T,terres,,,1514,4.699792,45.92916
2017-966926,2017-04-10,000001,Vente,1169,,,RONGEFER,B055,69480,69009,Anse,69,,,69009000AE0069,,,,,,,,,,,,,0,,,,,T,terres,,,3060,4.70026,45.929442
2017-966927,2017-04-07,000001,Vente,180000,2,,RUE DES PEPINIERES,0115,69480,69009,Anse,69,,,69009000AL0094,,,,,,,,,,,,,0,1,Maison,77,3,S,sols,,,509,4.716114,45.940494
2017-966990,2017-04-19,000001,Vente,148660,220,,AV DE LA PREMIERE ARMEE,0122,69480,69009,Anse,69,,,69009000AH0187,,,9,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.714905,45.933314
2017-966990,2017-04-19,000001,Vente,148660,220,,AV DE LA PREMIERE ARMEE,0122,69480,69009,Anse,69,,,69009000AH0187,,,28,70.73,40,,,,,,,,2,2,Appartement,69,3,,,,,,4.714905,45.933314
2017-966992,2017-04-19,000001,Vente,181130,30,,RUE DU CHATEAU,0021,69480,69009,Anse,69,,,69009000AA0270,,,,,,,,,,,,,0,1,Maison,82,4,S,sols,,,46,4.719412,45.934876
2017-966997,2017-04-18,000001,Vente,259900,,,LA DAME BLANCHE,B070,69480,69009,Anse,69,,,69009000AC0337,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,220,4.712543,45.927746
2017-966997,2017-04-18,000001,Vente,259900,,,LA DAME BLANCHE,B070,69480,69009,Anse,69,,,69009000AC0362,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,19,4.712437,45.927712
2017-967005,2017-04-21,000001,Vente,355000,673,,RTE DE VILLEFRANCHE,0262,69480,69009,Anse,69,,,69009000AM0134,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,92,0,S,sols,,,868,4.71501,45.943061
